season,episode,title,restaurant,rating,price,city,state
11,13,Porktastic,Jimtown Store,4.0,$$,Healdsburg,California
11,13,Porktastic,Dough Pizzeria Napoletana,4.0,$$,San Antonio,Texas
11,13,Porktastic,Sam's No. 3,4.0,$$,Denver,Colorado
12,1,Bar Food and Bon Bons,The Sparrow Tavern,4.0,$$,Queens,New York
12,1,Bar Food and Bon Bons,Catelli's,4.5,$$,Geyserville,California
12,1,Bar Food and Bon Bons,Zest,,,Indianapolis,Indiana
12,2,From Kraut to Couscous,Lauer-Krauts,4.5,$,Brighton,Colorado
12,2,From Kraut to Couscous,Moroccan Bites,4.0,$$,San Antonio,Texas
12,2,From Kraut to Couscous,California Tacos To Go,4.0,$,Tampa,Florida
12,3,You Can Only Get It Here,HRD Coffee Shop,,,San Francisco,California
12,3,You Can Only Get It Here,The Tamale Place,4.5,$,Indianapolis,Indiana
12,3,You Can Only Get It Here,Garifuna Flava,4.5,$$,Chicago,Illinois
12,4,Grillin' and Smokin',Bun ‘N Barrel,3.5,$,San Antonio,Texas
12,4,Grillin' and Smokin',Tocabe American Indian Eatery,4.5,$,Denver,Colorado
12,4,Grillin' and Smokin',Munch's Restaurant & Sundries,,,St. Petersburg,Florida
12,5,Southern Flavor,Broken Record,4.0,$,San Francisco,California
12,5,Southern Flavor,Bang!,,,Denver,Colorado
12,5,Southern Flavor,Jose's Real Cuban Food,,,Bradenton,Florida
12,6,Gettin' Fresh,The Sink,3.5,$$,Boulder,Colorado
12,6,Gettin' Fresh,Nana Organic,,,Chicago,Illinois
12,6,Gettin' Fresh,Get Fresh Café,,,Norfolk,Virginia
12,7,Homemade & Homebrewed,Tampa Bay Brewing Co.,4.0,$$,Tampa,Florida
12,7,Homemade & Homebrewed,Zydeco's,4.0,$$,Mooresville,Indiana
12,7,Homemade & Homebrewed,Chilam Balam,3.5,$$,Chicago,Illinois
12,8,Latin Street Food,Irazu,,,Chicago,Illinois
12,8,Latin Street Food,Beto's Comida Latina,,,San Antonio,Texas
12,8,Latin Street Food,Tortilleria Nixtamal,4.0,,Queens,New York
12,9,Slammin' Sammies,Taco Taco Mexican Restaurant,4.5,$,San Antonio,Texas
12,9,Slammin' Sammies,Whitner's Barbeque,3.5,$$,Virginia Beach,Virginia
12,9,Slammin' Sammies,DMK Burger Bar,4.0,$$,Chicago,Illinois
12,10,Global Comfort,Rigoletto Italian Bakery & Café,4.0,$$,Virginia Beach,Virginia
12,10,Global Comfort,Chuck's Southern Comforts Café,4.0,$$,Burbank,Illinois
12,10,Global Comfort,El Bohio,,,San Antonio,Texas
12,11,"Breakfast, Lunch & Dinner",Magnolia Pancake Haus,4.5,$$,San Antonio,Texas
12,11,"Breakfast, Lunch & Dinner",Taco Bus,3.5,$,Tampa,Florida
12,11,"Breakfast, Lunch & Dinner",Beach Pub,3.0,$$,Virginia Beach,Virginia
12,12,"Pizza, Pancakes & Pork",Supino Pizzeria,4.5,$$,Detroit,Michigan
12,12,"Pizza, Pancakes & Pork",Big & Littles,,,Chicago,Illinois
12,12,"Pizza, Pancakes & Pork",Citrus Breakfast & Lunch,,,Virginia Beach,Virginia
12,13,Old to New,Polish Village Café,4.0,$$,Hamtramck,Michigan
12,13,Old to New,Leaping Lizards Café,4.0,$$,Virginia Beach,Virginia
12,13,Old to New,Jethros Fine Grub,3.0,$$,Vancouver,British Columbia
13,1,Seafood & Sammies,Fresh Local Wild,,,Vancouver,British Columbia
13,1,Seafood & Sammies,Traffic Jam & Snug,3.0,$$,Detroit,Michigan
13,1,Seafood & Sammies,Panozzo's Italian Market,4.5,$,Chicago,Illinois
13,2,Coast to Coast Classics,Tomahawk Restaurant,,,North Vancouver,British Columbia
13,2,Coast to Coast Classics,Danny's All American Diner,4.0,$,Tampa,Florida
13,3,Kid Rock's Detroit Tour,Clarkston Union Bar & Kitchen,4.0,$$,Clarkston,Michigan
13,3,Kid Rock's Detroit Tour,Union Woodshop,4.5,$$,Clarkston,Michigan
13,3,Kid Rock's Detroit Tour,Michigan Brewing Co.,3.5,$$,Webberville,Michigan
13,4,Southern Staples,Red Wagon Café,,,Vancouver,British Columbia
13,4,Southern Staples,Perfectly Franks,,,Summerville,South Carolina
13,4,Southern Staples,Mama's Food Shop,,,Manhattan,New York
13,5,Scratch Made Classics,Lito's Mexican Restaurant,,,Santa Barbara,California
13,5,Scratch Made Classics,Save On Meats,3.5,$$,Vancouver,British Columbia
13,5,Scratch Made Classics,The Redhead,,,Manhattan,New York
13,6,Meat Madness,Rincon Criollo,4.5,$$,Queens,New York
13,6,Meat Madness,Tattooed Moose,4.5,$$,Charleston,South Carolina
13,6,Meat Madness,Falconetti's,,,Vancouver,British Columbia
13,7,Global Traditions,John's of 12th Street,3.5,$$,Manhattan,New York
13,7,Global Traditions,Mac's Fish & Chip Shop,,,Santa Barbara,California
13,8,Multitaskers,The Early Bird Diner,4.5,$$,Charleston,South Carolina
13,8,Multitaskers,Boulevard Diner,3.5,$$,Dundalk,Maryland
13,8,Multitaskers,The Kitchen,5.0,,Oxnard,California
13,9,Family Matters,Sidecar,3.5,$$,Brooklyn,New York
13,9,Family Matters,Peaceful Restaurant,3.5,$$,Vancouver,British Columbia
13,9,Family Matters,Flip Flops Grill & Chill,4.0,$$,Virginia Beach,Virginia
13,10,"Old Faves, New Craves",Norton's Pastrami & Deli,4.5,$$,Santa Barbara,California
13,10,"Old Faves, New Craves",Meat & Bread,4.0,$,Vancouver,British Columbia
13,10,"Old Faves, New Craves",Fuel Cantina,,,Charleston,South Carolina
13,11,Long Standing Legacies,Defonte's Sandwich Shop,,,Brooklyn,New York
13,11,Long Standing Legacies,The Glass Onion,4.0,$$,Charleston,South Carolina
13,11,Long Standing Legacies,Galway Bay Irish Pub,4.0,$$,Annapolis,Maryland
13,12,Time Tested Treasures,R&R Taqueria,3.5,$$,Elkridge,Maryland
13,12,Time Tested Treasures,Nye's Polonaise Room,,,Minneapolis,Minnesota
13,12,Time Tested Treasures,Moseberth's Fried Chicken,3.5,$,Portsmouth,Virginia
13,13,Outside the Box,Joe Squared Pizza,3.5,$$,Baltimore,Maryland
13,13,Outside the Box,Pepe's and Mito's,,,Dallas,Texas
13,13,Outside the Box,Savoy Café & Deli,4.5,$$,Santa Barbara,California
14,1,Triple D All Stars,Pizzeria Lola,4.5,$$,Minneapolis,Minnesota
14,1,Triple D All Stars,Monument Cafe,3.5,$$,Georgetown,Texas
14,2,Streamlined Sammies,Luke's Inside Out,4.5,$$,Austin,Texas
14,2,Streamlined Sammies,Smack Shack at The 1029 Bar,,,Minneapolis,Minnesota
14,2,Streamlined Sammies,Maple & Motor,4.0,$$,Dallas,Texas
14,3,Crankin' Up the Classics,Broders' Cucina Italiana,4.0,$$,Minneapolis,Minnesota
14,3,Crankin' Up the Classics,Chop House Burgers,4.0,,Arlington,Texas
14,4,Passin' The Baton,Pete's Breakfast House,4.5,$$,Ventura,California
14,4,Passin' The Baton,Sip & Bite Restaurant,3.5,$$,Baltimore,Maryland
14,5,Big Time Flavor,Marla's Caribbean Cuisine,4.0,$$,Minneapolis,Minnesota
14,5,Big Time Flavor,Cane Rosso,4.0,$$,Dallas,Texas
14,5,Big Time Flavor,Counter Cafe,4.0,$$,Austin,Texas
14,6,Unexpected Eats,Smalley's Caribbean Barbeque,,,Stillwater,Minnesota
14,6,Unexpected Eats,Johnny Garlic's,,,Santa Rosa,California
14,6,Unexpected Eats,Harvey's Hot Dogs II,,,Portsmouth,Virginia
14,7,BBQ Road Show,Pecan Lodge,4.5,$$,Dallas,Texas
14,7,BBQ Road Show,John Mull's Meats and Road Kill Grill,4.5,$$,Las Vegas,Nevada
14,8,"All Vegas, All the Time",Naked City Pizza,4.0,$$,Las Vegas,Nevada
14,8,"All Vegas, All the Time",Forte European Tapas Bar & Bistro,4.0,$$,Las Vegas,Nevada
14,8,"All Vegas, All the Time",UNLV,,,Las Vegas,Nevada
14,9,Serious Sandwiches,Lola's – A Louisiana Kitchen,4.0,$$,Las Vegas,Nevada
14,9,Serious Sandwiches,Noble Pig Sandwiches,,,Austin,Texas
14,9,Serious Sandwiches,Casper & Runyon's Nook,4.5,$$,St. Paul,Minnesota
14,10,International Eats,Bachi Burger,4.0,$$,Las Vegas,Nevada
14,10,International Eats,Afrah,,,Richardson,Texas
14,10,International Eats,Gazala's Place,3.5,$$,Manhattan,New York
14,11,Belly Up,Hopleaf Bar,4.0,$$,Chicago,Illinois
14,11,Belly Up,Foreign & Domestic,3.5,$$,Austin,Texas
14,12,Dynamic Dishes,Jawaiian Irie Jerk Restaurant,,,Honolulu,Hawaii
14,12,Dynamic Dishes,Taste of Europe,4.5,$$,Arlington,Texas
14,12,Dynamic Dishes,Yayo Taco,,,Las Vegas,Nevada
14,13,Coast to Coast Chow,Camille's on Wheels,,,Kailua,Hawaii
14,13,Coast to Coast Chow,Chicago Brauhaus,,,Chicago,Illinois
14,13,Coast to Coast Chow,Dixie Supply Bakery & Cafe,,,Charleston,South Carolina
15,1,Unconventional Comforts,He'eia Kea Pier General Store and Deli,,,Kaneohe,Hawaii
15,1,Unconventional Comforts,Rex Italian Foods,4.5,$,Norridge,Illinois
15,1,Unconventional Comforts,Memphis Street Cafe,,,Hernando,Mississippi
15,2,Goin' the Extra Mile,bopNgrill,,,Chicago,Illinois
15,2,Goin' the Extra Mile,Sweet Home Waimanalo,,,Waimanalo,Hawaii
15,3,Savory Standouts,90 Miles Cuban Cafe,4.0,$$,Chicago,Illinois
15,3,Savory Standouts,Davis' Pub,4.0,$$,Annapolis,Maryland
15,4,Surf 'N' Turf Jackpot,Memphis Barbecue Co.,4.0,$$,Horn Lake,Mississippi
15,4,Surf 'N' Turf Jackpot,Fresh Catch,4.5,$$,Honolulu,Hawaii
15,5,Massachusetts Madness,Italian Express Pizzeria,4.5,$$,East Boston,Massachusetts
15,5,Massachusetts Madness,Cutty's,4.0,$,Brookline,Massachusetts
15,6,East Coast Comfort,Tupelo,,,Cambridge,Massachusetts
15,6,East Coast Comfort,Patti's Pierogis,4.5,$$,Fall River,Massachusetts
15,6,East Coast Comfort,Angelo's Civito Farnese,,,Providence,Rhode Island
15,6,East Coast Comfort,Mediterraneo Caffe,,,Providence,Rhode Island
15,7,Flavortown Medley,South Of Beale (SOB),4.0,$$,Memphis,Tennessee
15,7,Flavortown Medley,Big Wave Shrimp Truck,4.0,$$,Haleiwa,Hawaii
15,7,Flavortown Medley,Chaps Pit Beef,4.5,$,Baltimore,Maryland
15,8,"Burgers, Noodles and Quahogs",Boston Burger Company,3.5,$$,Boston,Massachusetts
15,8,"Burgers, Noodles and Quahogs",Anthony's Seafood,4.0,$$,Middletown,Rhode Island
15,8,"Burgers, Noodles and Quahogs",Guerilla Street Food,,,St. Louis,Missouri
15,9,Handcrafted,The Elegant Farmer,,,Memphis,Tennessee
15,9,Handcrafted,Italian Corner,4.5,$$,East Providence,Rhode Island
15,10,"All Family, All the Time",Anthonino's Taverna,4.5,$$,St. Louis,Missouri
15,10,"All Family, All the Time",Three Angels Diner,,,Memphis,Tennessee
15,10,"All Family, All the Time",Opal Thai Food,4.0,$$,Haleiwa,Hawaii
15,11,Food Done Right,Aunt Carrie's,3.0,$$,Narragansett,Rhode Island
15,11,Food Done Right,The Shaved Duck,4.5,$$,St. Louis,Missouri
15,11,Food Done Right,Angela's Cafe,,,East Boston,Massachusetts
15,12,Pubs and Grub,Dressel's Public House,4.0,$$,St. Louis,Missouri
15,12,Pubs and Grub,Outer Banks Brewing Station,3.5,$$,Kill Devil Hills,North Carolina
15,12,Pubs and Grub,Edgewood Cafe,4.5,$$,Cranston,Rhode Island
15,13,Turn On Traditional,Kitty Hoynes,,,Syracuse,New York
15,13,Turn On Traditional,Espino's Mexican Bar and Grill,3.0,$$,Chesterfield,Missouri
15,13,Turn On Traditional,Yankee Lobster Company,4.0,$$,Boston,Massachusetts
16,1,Authentic Eats,Highway 61 Roadhouse and Kitchen,3.5,$$,Webster Groves,Missouri
16,1,Authentic Eats,Byblos Mediterranean Cafe,3.5,$$,Syracuse,New York
16,2,Fully Focused,Brine and Bottle,,,Nags Head,North Carolina
16,2,Fully Focused,Pastabilities,4.5,$$,Syracuse,New York
16,3,Far Out,La Isla Restaurant,4.0,$$,Hoboken,New Jersey
16,3,Far Out,Funk 'n Waffles,3.5,$$,Syracuse,New York
16,3,Far Out,Cravings,,,Duck,North Carolina
16,4,Matches Made in Heaven,Ortegaz' Southwestern Grill,4.0,$$,Manteo,North Carolina
16,4,Matches Made in Heaven,The Smoke Joint,5.0,,Brooklyn,New York
16,5,Savory Sensations,The Weeping Radish,,,Jarvisburg,North Carolina
16,5,Savory Sensations,Jimmy's Diner,4.0,$$,Brooklyn,New York
16,6,Hometown Haunts,Marie's Italian Specialties,4.0,$$,Chatham,New Jersey
16,6,Hometown Haunts,Darby's Cafe,,,Olympia,Washington
16,7,Land to Sea,Empire Brewing Company,3.5,$$,Syracuse,New York
16,7,Land to Sea,Black Pelican Oceanfront Restaurant,,,Kitty Hawk,North Carolina
16,7,Land to Sea,Fish Tale Brew Pub,3.5,$$,Olympia,Washington
16,8,Decadent Dishes,Crockett's Public House,4.0,$$,Puyallup,Washington
16,8,Decadent Dishes,Pies 'N' Thighs,4.0,$$,Brooklyn,New York
16,9,Eurocentric,Eva's European Sweets,4.5,$$,Syracuse,New York
16,9,Eurocentric,Bruno's European Restaurant,4.0,$$,Tacoma,Washington
16,9,Eurocentric,Hey Meatball,,,Toronto,Ontario
16,10,Hittin' the Grill,Crown Bar,3.5,$$,Tacoma,Washington
16,10,Hittin' the Grill,The Golden State,4.0,$$,Los Angeles,California
16,11,Unlikely Partners,Beer Belly,4.0,$$,Los Angeles,California
16,11,Unlikely Partners,Lakeview Restaurant,,,Toronto,Ontario
16,12,Layers of Flavor,Tortugas' Lie,4.0,$$,Nags Head,North Carolina
16,12,Layers of Flavor,The Ace,4.0,$$,Toronto,Ontario
16,13,Real Deal Roots,Chomp Chomp Nation,4.0,$,Irvine,California
16,13,Real Deal Roots,Caplansky's,,,Toronto,Ontario
17,1,Tacos and Tots,Dirty Oscar's Annex,4.0,$$,Tacoma,Washington
17,1,Tacos and Tots,Highland Tavern,4.0,$$,Denver,Colorado
17,2,"Chicken, Chili and Chowder",Sidecar Bar and Grille,4.0,$$,Philadelphia,Pennsylvania
17,2,"Chicken, Chili and Chowder",Chili John's,4.0,$$,Burbank,California
17,2,"Chicken, Chili and Chowder",Stockyards Smokehouse and Larder,,,Toronto,Ontario
17,3,Dynamic Duos,Atomic Cowboy,4.0,$$,Denver,Colorado
17,3,Dynamic Duos,Perk Eatery,4.0,$$,Scottsdale,Arizona
17,4,Traditional Gone Wild,South Philadelphia Tap Room,4.0,$$,Philadelphia,Pennsylvania
17,4,Traditional Gone Wild,St. Francis,,,Phoenix,Arizona
17,5,"Peppers, Pork and Poutine",Barrio Cafe,4.0,$$,Phoenix,Arizona
17,5,"Peppers, Pork and Poutine",Rosedale Diner,3.5,$$,Toronto,Ontario
17,6,Kings and Queens of 'Cue,Hops & Pie,4.5,$$,Denver,Colorado
17,6,Kings and Queens of 'Cue,Bludso's BBQ,4.0,$$,Compton,California
17,6,Kings and Queens of 'Cue,Percy Street Barbecue,,,Philadelphia,Pennsylvania
17,7,A Festival of Flavor,Standard Tap,4.0,$$,Philadelphia,Pennsylvania
17,7,A Festival of Flavor,Curry Corner,3.5,$,Tempe,Arizona
17,7,A Festival of Flavor,Prohibition,4.0,$$,Denver,Colorado
17,8,Timeless Traditions,Jamaican Jerk Hut,2.5,$$,Philadelphia,Pennsylvania
17,8,Timeless Traditions,"DeFalco's Italian Eatery, Grocery & Deli",4.5,$$,Scottsdale,Arizona
17,8,Timeless Traditions,CoraFaye's Café,3.5,$$,Denver,Colorado
17,9,From Pound Cake to Pot Pie,Geechee Girl Rice Cafe,,,Philadelphia,Pennsylvania
17,9,From Pound Cake to Pot Pie,Haggo's Organic Taco,4.0,$$,Leucadia,California
17,9,From Pound Cake to Pot Pie,The Duce,3.5,$$,Phoenix,Arizona
17,10,L.A. Eats,The Park's Finest BBQ,4.0,$$,Los Angeles,California
17,10,L.A. Eats,Eastside Market Italian Deli,4.5,$,Los Angeles,California
17,11,"All San Diego, All the Time",Hodad's,4.0,$$,Ocean Beach,California
17,11,"All San Diego, All the Time",OB Noodle House,4.0,$$,Ocean Beach,California
17,11,"All San Diego, All the Time",Pizzeria Luigi,4.0,$$,North Park,California
17,12,From the Heart,Shirley's Tippy Canoe,3.0,$$,Troutdale,Oregon
17,12,From the Heart,Spirito's Italian Diner,4.5,$$,Carlsbad,California
17,12,From the Heart,Nopalito,4.0,$$,San Francisco,California
17,13,That's Fresh,Pica Pica,,,San Francisco,California
17,13,That's Fresh,Edelweiss Sausage & Delicatessen,4.0,$,Portland,Oregon
18,1,Neighborhood Knockouts,Crest Café,3.5,$$,San Diego,California
18,1,Neighborhood Knockouts,Show Dogs,,,San Francisco,California
18,1,Neighborhood Knockouts,Industrial Café & Saloon,4.0,$$,Portland,Oregon
18,2,Meat Lover's Paradise,The Refuge,4.0,$$,San Carlos,California
18,2,Meat Lover's Paradise,The Country Cat,,,Portland,Oregon
18,3,Servin' Up San Francisco,Miller's East Coast Deli,3.5,$$,San Francisco,California
18,3,Servin' Up San Francisco,Koja Kitchen Food Truck,4.5,$$,San Francisco,California
18,3,Servin' Up San Francisco,The Front Porch,4.0,$$,San Francisco,California
18,4,"Cannoli, Fritters and Wings",Senor Sisig Food Truck,,,San Francisco,California
18,4,"Cannoli, Fritters and Wings",A Taste of Home Cooking,,,Wheat Ridge,Colorado
18,4,"Cannoli, Fritters and Wings",PDX671 Food Trailer,,,Portland,Oregon
18,5,Aces of Authenticity,Casa Chimayo Restaurant,4.0,$$,Santa Fe,New Mexico
18,5,Aces of Authenticity,Frank's Noodle House,3.5,$$,Portland,Oregon
18,5,Aces of Authenticity,Torinos,,,Albuquerque,New Mexico
18,6,Sammies and Stew,Jambo Cafe,4.5,$$,Santa Fe,New Mexico
18,6,Sammies and Stew,Bocadillos,,,Albuquerque,New Mexico
18,7,All Kinds of Gobble Gobble,Back Street Bistro,,,Santa Fe,New Mexico
18,7,All Kinds of Gobble Gobble,Golden Crown Panaderia,4.5,$,Albuquerque,New Mexico
18,7,All Kinds of Gobble Gobble,Danny Edward's BBQ,4.0,$$,Kansas City,Missouri
18,8,Comfort and Soul,Tin Shed Garden Cafe,,,Portland,Oregon
18,8,Comfort and Soul,Nexus Brewery,4.0,$$,Albuquerque,New Mexico
18,8,Comfort and Soul,BB's Lawnside BBQ,4.0,$$,Kansas City,Missouri
18,9,"Pork, Pasta and Barbecue",Succotash,4.0,$$,Kansas City,Missouri
18,9,"Pork, Pasta and Barbecue",Cupini's,4.0,$$,Kansas City,Missouri
18,9,"Pork, Pasta and Barbecue",The Cube,,,Albuquerque,New Mexico
18,10,South of the Border,Asi y Asado,4.5,$,Cabo San Lucas,Mexico
18,10,South of the Border,Solomon's Landing,4.0,$$,Cabo San Lucas,Mexico
18,10,South of the Border,Tiki Bar,,,Cabo San Lucas,Mexico
18,11,Tennessee Holiday Traditions,Center Point Pit Barbecue,3.5,$,Hendersonville,Tennessee
18,11,Tennessee Holiday Traditions,Mas Tacos por Favor,,,Nashville,Tennessee
18,12,Family Time,The Grilled Cheeserie,4.0,$$,Nashville,Tennessee
18,12,Family Time,Caffe Nonna,4.0,$$,Nashville,Tennessee
18,12,Family Time,Blue Koi,,,Kansas City,Missouri
18,13,"Soup, Salad and Seafood",Pot Pie,4.5,$$,Kansas City,Missouri
18,13,"Soup, Salad and Seafood",55 South,4.0,$$,Franklin,Tennessee
18,13,"Soup, Salad and Seafood",Phat Bites,3.5,$,Nashville,Tennessee
19,1,Guy's Hometown Tour,Pretzel Cart,,,Ferndale,California
19,1,Guy's Hometown Tour,Clendenen's Cider Works,4.5,,Fortuna,California
19,1,Guy's Hometown Tour,Loleta Cheese Shop,4.5,$,Loleta,California
19,1,Guy's Hometown Tour,Ferndale Meat Co.,4.5,$,Ferndale,California
19,1,Guy's Hometown Tour,Ivanhoe,,,Ferndale,California
19,1,Guy's Hometown Tour,Humboldt Sweets,,,Ferndale,California
19,2,All Things NY,Black Tree,,,Manhattan,New York
19,2,All Things NY,Queen's Comfort,4.0,$$,Queens,New York
19,2,All Things NY,Paul's Live From New York,3.5,$,Eureka,California
19,3,Big Time Bites,Bun-Ker Vietnamese,,,Queens,New York
19,3,Big Time Bites,Brindle Room,4.0,$$,Manhattan,New York
19,3,Big Time Bites,Brick & Fire,4.5,$$,Eureka,California
19,4,Keepin' It Real,Sakaya Kitchen,3.5,$$,Miami,Florida
19,4,Keepin' It Real,Don Antonio By Starita,,,Manhattan,New York
19,4,Keepin' It Real,Bless My Soul,,,Eureka,California
19,5,Dynamite Duos,Duck's Eatery,4.0,$$,Manhattan,New York
19,5,Dynamite Duos,Whisk Gourmet,,,Miami,Florida
19,5,Dynamite Duos,Café Nooner,4.0,$$,Eureka,California
19,6,Kickin It in Key West,Garbo's Grill,4.5,$$,Key West,Florida
19,6,Kickin It in Key West,Dj's Clam Shack,4.5,$$,Key West,Florida
19,6,Kickin It in Key West,Badboy Burrito,4.0,$$,Key West,Florida
19,7,From Meatballs to Lollipops,Maxwell's East Coast Eatery,3.5,$$,Salt Lake City,Utah
19,7,From Meatballs to Lollipops,Tin Roof Grill,3.5,$$,Sandy,Utah
19,7,From Meatballs to Lollipops,Latin House Grill,3.5,$$,Miami,Florida
19,8,Cross Country Comfort Food,The Silver Star Café,4.0,$$,Park City,Utah
19,8,Cross Country Comfort Food,Sammy's Bistro,4.0,$$,Park City,Utah
19,8,Cross Country Comfort Food,Blue Collar,4.5,$$,Miami,Florida
19,9,International Family Style,Artiso's,,,Salt Lake City,Utah
19,9,International Family Style,Boot's and Kimo's Homestyle Kitchen,3.5,$$,Kailua,Hawaii
19,9,International Family Style,Oh Mai,,,Holladay,Utah
19,10,Island Flavor,Dean's Drive Inn,4.0,$$,Kaneohe,Hawaii
19,10,Island Flavor,The Alley Restaurant At Aiea Bowl,4.0,$$,Aiea,Hawaii
19,10,Island Flavor,Elena's Restaurant,,,Waipahu,Hawaii
19,11,"Grillin, Chillin & Huli Huli Chicken",The Federal,,,Miami,Florida
19,11,"Grillin, Chillin & Huli Huli Chicken",Mike's Huli Huli Chicken,3.5,$$,Kaneohe,Hawaii
19,11,"Grillin, Chillin & Huli Huli Chicken",Tamarindo Truck,4.0,$$,Orange County,California
19,12,Righteous Bites,Loulou's Griddle In The Middle,4.5,$$,Monterey,California
19,12,Righteous Bites,Fat Sal's Deli,,,Los Angeles,California
19,12,Righteous Bites,The Alley Restaurant At Aiea Bowl,4.0,$$,Aiea,Hawaii
19,Special,Vegas Greats,Bachi Burger,4.0,$$,Las Vegas,Nevada
19,Special,Vegas Greats,John Mull's Road Kill Grill,4.5,$$,Las Vegas,Nevada
19,Special,Vegas Greats,Naked City Pizza,4.0,$$,Las Vegas,Nevada
19,Special,Vegas Greats,Forte European Tapas Bar & Bistro,4.0,$$,Las Vegas,Nevada
19,Special,Vegas Greats,UNLV,,,Las Vegas,Nevada
19,Special,Crazy for Chicken,Uncle Lou's,,,Memphis,Tennessee
19,Special,Crazy for Chicken,Tortugas' Lie,4.0,$$,Nags Head,North Carolina
19,Special,Crazy for Chicken,90 Miles Cuban Cafe,4.0,$$,Chicago,Illinois
19,Special,Crazy for Chicken,Taco Taco Cafe,2.5,$,San Antonio,Texas
19,Special,Crazy for Chicken,Rincon Criollo,4.5,$$,Queens,New York
19,Special,Crazy for Chicken,Tocabe American Indian Eatery,4.5,$,Denver,Colorado
19,Special,Crazy for Chicken,The Glass Onion,4.0,$$,Charleston,South Carolina
19,Special,Crazy for Chicken,Opal Thai Food,4.0,$$,Haleiwa,Hawaii
19,Special,Crazy for Chicken,PotPie,4.5,$$,Kansas City,Missouri
19,Special,Crazy for Chicken,Smalley's Caribbean Barbeque,,,Stillwater,Minnesota
19,Special,Grilling Greats,Tom's Bar-B-Q,4.0,$$,Memphis,Tennessee
19,Special,Grilling Greats,Luke's Inside Out,4.5,$$,Austin,Texas
19,Special,Grilling Greats,Caplansky's Deli,3.0,$$,Toronto,Ontario
19,Special,Grilling Greats,Danny's All-American Diner & Dairy Bar,4.0,$,Tampa,Florida
19,Special,Grilling Greats,Louie Mueller's Barbecue,4.0,$$,Taylor,Texas
19,Special,Grilling Greats,Rick's Press Room Grill & Bar,,,Meridian,Idaho
19,Special,Grilling Greats,Maple & Motor,4.0,$$,Dallas,Texas
19,Special,Grilling Greats,Jawaiian Irie Jerk Restaurant,,,Honolulu,Hawaii
20,1,California Cruisin,Sabroso Mexican Grill,4.5,$$,Garden Grove,California
20,1,California Cruisin,Monterey Fish House,4.0,$$,Monterey,California
20,1,California Cruisin,Rutt's Hawaiian Cafe,4.0,$$,Los Angeles,California
20,2,Stuffed and Twisted,Sidewinder's American Grill,,,Jackson,Wyoming
20,2,Stuffed and Twisted,Rosine's Restaurant,4.0,$$,Monterey,California
20,2,Stuffed and Twisted,Blunch,4.5,$,Boston,Massachusetts
20,3,"Old Standards, New Styles",Pinky G's Pizzeria,3.5,$$,Jackson,Wyoming
20,3,"Old Standards, New Styles",The Starling Diner,4.0,$$,Long Beach,California
20,3,"Old Standards, New Styles",Cannery Row Brewing Company,3.5,$$,Monterey,California
20,4,From Standards to Standouts,Factory Gastrobar,,,Long Beach,California
20,4,From Standards to Standouts,Pica's Mexican Taqueria,3.0,$$,Jackson,Wyoming
20,4,From Standards to Standouts,Little Napoli,4.0,$$,Carmel,California
20,5,All Day Dining,Wild Plum Cafe & Bistro,,,Monterey,California
20,5,All Day Dining,Nora's Fish Creek Inn,4.0,$$,Wilson,Wyoming
20,5,All Day Dining,Tavern on 2,,,Long Beach,California
21,1,Roadtrippin' in Beantown,Cafe Polonia,4.5,$$,Boston,Massachusetts
21,1,Roadtrippin' in Beantown,Lone Star Taco Bar,4.0,$$,Allston,Massachusetts
21,1,Roadtrippin' in Beantown,Deep Ellum,4.0,$$,Allston,Massachusetts
21,2,Seriously Saucy,Saus,4.0,$$,Boston,Massachusetts
21,2,Seriously Saucy,Cafe Genevieve,4.0,$$,Jackson,Wyoming
21,2,Seriously Saucy,Melt Eclectic Cafe,,,Cincinnati,Ohio
21,3,Cross-Country Classics,Trina's Starlite Lounge,4.0,$$,Somerville,Massachusetts
21,3,Cross-Country Classics,Shorty's Pizza and Smoked Meat,3.5,$$,Superior,Wisconsin
21,3,Cross-Country Classics,From Scratch Restaurant,4.0,$$,Carmel,California
21,4,Worldwide Flavorfest,Casa Razdora,4.5,$,Boston,Massachusetts
21,4,Worldwide Flavorfest,Island Frydays,4.0,$,Cincinnati,Ohio
21,4,Worldwide Flavorfest,Pak's Green Corner,5.0,,Duluth,Minnesota
21,5,Small Town Standouts,Kounty Quarthouse,,,South Range,Wisconsin
21,5,Small Town Standouts,Junkyard Extreme Burgers and Brats,4.5,$$,Junction City,Oregon
21,5,Small Town Standouts,Lotus Cafe,,,Jackson,Wyoming
21,6,One Street Wonders,Taste of Belgium,4.0,$$,Cincinnati,Ohio
21,6,One Street Wonders,Senate Pub,4.0,$$,Cincinnati,Ohio
21,6,One Street Wonders,Bakersfield OTR,4.5,$$,Cincinnati,Ohio
21,7,Old School Joints,Cornbread Cafe,4.5,$$,Eugene,Oregon
21,7,Old School Joints,Gannucci's Italian Market,4.0,$$,Duluth,Minnesota
21,7,Old School Joints,Delta Diner,4.5,$$,Delta,Wisconsin
21,8,Meat In The Middle,The Sandwich League,4.0,,Eugene,Oregon
21,8,Meat In The Middle,The Brick House Cafe and Catering,4.0,$$,Cable,Wisconsin
21,8,Meat In The Middle,Grano's Pasta Bar,4.0,$$,Baltimore,Maryland
