season,episode,title,restaurant,rating,price,city,state
21,9,Soup-Centric,Soup Nation,,,Eugene,Oregon
21,9,Soup-Centric,Slainte Irish Pub and Restaurant,4.0,$$,Baltimore,Maryland
21,9,Soup-Centric,Pho Lang Thang,4.0,$$,Cincinnati,Ohio
21,10,All Baltimore All The Time,Jimmy's Famous Seafood,3.5,$$,Baltimore,Maryland
21,10,All Baltimore All The Time,Clementine,3.5,,Baltimore,Maryland
21,10,All Baltimore All The Time,Johnny Rad's,,,Baltimore,Maryland
21,11,Chicken Chowfest,Patton's Restaurant & Catering,,,Des Moines,Iowa
21,11,Chicken Chowfest,Papa's Soul Food Kitchen and BBQ,,,Eugene,Oregon
21,11,Chicken Chowfest,Swallow at the Hollow,4.0,$$,Baltimore,Maryland
21,12,Fresh Fish & Funky Chicken,Fisherman's Market,4.0,$$,Eugene,Oregon
21,12,Fresh Fish & Funky Chicken,Mi Patria Ecuadorian Restaurant,4.5,$$,West Des Moines,Iowa
21,12,Fresh Fish & Funky Chicken,Smokey D's BBQ,4.0,$$,Des Moines,Iowa
21,13,Oldies But Goodies,Ernest & Son,,,Brigantine,New Jersey
21,13,Oldies But Goodies,Oyster Creek Inn,3.5,$$,Leeds Point,New Jersey
21,13,Oldies But Goodies,George The Chili King Drive-In,3.5,$,Des Moines,Iowa
21,14,Southern Spectacular,Farmer's Shed,,,Lexington,South Carolina
21,14,Southern Spectacular,Pine State Biscuits,4.5,$,Portland,Oregon
21,14,Southern Spectacular,Sweetie Pie's,,,St. Louis,Missouri
21,14,Southern Spectacular,Rick's White Light Diner,4.0,$$,Frankfort,Kentucky
21,14,Southern Spectacular,Zydeco's,4.0,$$,Mooresville,Indiana
21,15,Best of Breakfast,Ruth's Diner,4.0,$$,Salt Lake City,Utah
21,15,Best of Breakfast,Lake Effect Diner,3.5,$$,Buffalo,New York
21,15,Best of Breakfast,Mustache Bill's,4.0,$$,Barnegat Light,New Jersey
21,15,Best of Breakfast,Al's Breakfast,4.0,$$,Minneapolis,Minnesota
21,15,Best of Breakfast,Louie & the Red Head Lady,,,Mandeville,Louisiana
21,15,Best of Breakfast,Grampa's Bakery & Restaurant,3.5,$$,Dania Beach,Florida
21,15,Best of Breakfast,W.O.W – Worth Our Weight,,,Santa Rosa,California
21,15,Best of Breakfast,Schooner or Later,3.5,$$,Long Beach,California
21,15,Best of Breakfast,Matt's Big Breakfast,4.0,$$,Phoenix,Arizona
21,16,Memorable Moms,Rigoletto Italian Bakery & Café,4.0,$$,Virginia Beach,Virginia
21,16,Memorable Moms,Voula's Offshore Cafe,4.0,$$,Seattle,Washington
21,16,Memorable Moms,Nadine's Restaurant,,,Pittsburgh,Pennsylvania
21,16,Memorable Moms,Kelly O's Diner,4.0,$$,Pittsburgh,Pennsylvania
21,16,Memorable Moms,Monte Carlo Steak House,4.0,$$,Albuquerque,New Mexico
21,16,Memorable Moms,Emily's Lebanese Deli,4.0,$$,Minneapolis,Minnesota
21,17,Hometown Heroes,Eischen's Bar,4.0,$$,Okarche,Oklahoma
21,17,Hometown Heroes,Otto's Sausage,,,Portland,Oregon
21,17,Hometown Heroes,South 21 Drive In,4.0,$,Charlotte,North Carolina
21,17,Hometown Heroes,Kramarczuk Sausage Company,4.0,$$,Minneapolis,Minnesota
21,17,Hometown Heroes,Bob's Clam Hut,4.0,$$,Kittery,Maine
21,17,Hometown Heroes,Rainbow Drive-In,4.0,$,Honolulu,Hawaii
21,17,Hometown Heroes,Tommy's Joynt,4.0,$$,San Francisco,California
21,18,Pork Hall of Fame,Union Wood Shop,4.5,$$,Clarkston,Michigan
21,18,Pork Hall of Fame,Dough Pizzeria Napoletana,4.0,$$,San Antonio,Texas
21,18,Pork Hall of Fame,Maria's Taco Express,4.0,$,Austin,Texas
21,18,Pork Hall of Fame,Bar Gernika,4.5,$$,Boise,Idaho
21,18,Pork Hall of Fame,Valencia Luncheria,4.0,$$,Norwalk,Connecticut
21,18,Pork Hall of Fame,Santa Cruz Diner,2.5,$$,Santa Cruz,California
21,18,Pork Hall of Fame,North End Caffe,4.0,$$,Manhattan Beach,California
21,18,Pork Hall of Fame,The Oinkster,4.0,$$,Eagle Rock,California
21,18,Pork Hall of Fame,Haus Murphy's,4.0,$$,Glendale,Arizona
22,1,"Fish, Fries and Feet",Flying Mango,4.5,$$,Des Moines,Iowa
22,1,"Fish, Fries and Feet",Kelsey & Kim's Southern Cafe,4.5,$$,Atlantic City,New Jersey
22,1,"Fish, Fries and Feet",Tacopocalypse,,,Des Moines,Iowa
22,2,Cruisin' the Italian Countryside,Windows On The World (Ristorante WOW),,,Montecatini Terme,Italy
22,2,Cruisin' the Italian Countryside,Port Ellen Clan,4.0,€€€,Lucca,Italy
22,2,Cruisin' the Italian Countryside,La Taverna dei Miracoli da Mangiafuoco,4.5,€€,Toscana,Italy
22,3,Fillin' Up in Florence,La Cucina Del Garga,4.5,€€€,Firenze,Italy
22,3,Fillin' Up in Florence,Il Gusta Pizza,4.5,€,Firenze,Italy
22,3,Fillin' Up in Florence,Fratelli Briganti,4.0,€€,Firenze,Italy
22,4,Arizona All Stars,Tom's Thumb Fresh Market,,,Scottsdale,Arizona
22,4,Arizona All Stars,Andreoli – Italian Grocer,4.0,$$,Scottsdale,Arizona
22,4,Arizona All Stars,Paradise Valley Burger Company,4.5,$,Phoenix,Arizona
22,5,Roadtrippin',The Anchorage Tavern,,,Somers Point,New Jersey
22,5,Roadtrippin',Salty's BBQ & Catering,4.0,$$,Bakersfield,California
22,5,Roadtrippin',Sal's Gilbert Pizza,4.5,$$,Gilbert,Arizona
22,6,From Atlantic to Pacific,KC Steakhouse,3.0,$$,Bakersfield,California
22,6,From Atlantic to Pacific,Grilled Cheese & Crab Cake Co.,4.0,$$,Somers Point,New Jersey
22,6,From Atlantic to Pacific,Mama Roomba,4.0,$$,Bakersfield,California
22,7,Globe Tasting,The Wild Thaiger,4.0,$$,Phoenix,Arizona
22,7,Globe Tasting,Muertos Kitchen & Lounge,3.5,$$,Bakersfield,California
22,7,Globe Tasting,Carluccio's Coal Fired Pizza,4.0,$$,Northfield,New Jersey
22,8,"Sweet, Savory and Saucy",La Santisima Gourmet Taco Shop,,,Bakersfield,California
22,8,"Sweet, Savory and Saucy",Moo Creamery,4.0,$$,Bakersfield,California
22,8,"Sweet, Savory and Saucy",24th Street Cafe,4.0,$$,Bakersfield,California
22,9,To Bakersfield and Beyond,Athena's Greek Cafe & Bakery,4.0,$$,Bakersfield,California
22,9,To Bakersfield and Beyond,Pyrenees Cafe,3.5,$$,Bakersfield,California
22,9,To Bakersfield and Beyond,Asian Experience,4.0,$$,Taft,California
22,10,Racing Through Charlotte,Pinky's Westside Grill,4.0,$,Charlotte,North Carolina
22,10,Racing Through Charlotte,Pit Road Bar & Grill,4.0,$$,Charlotte,North Carolina
22,10,Racing Through Charlotte,The Tin Kitchen Food Truck,,,Charlotte,North Carolina
22,11,Indulgent Dishes,Krazy Fish,4.0,$$,Charlotte,North Carolina
22,11,Indulgent Dishes,300 East,4.0,$$,Charlotte,North Carolina
22,11,Indulgent Dishes,Biergarten,4.0,$$,Los Angeles,California
22,12,Griddles & Vittles,Guy Fieri's Kitchen and Bar,,,Las Vegas,Nevada
22,12,Griddles & Vittles,Those Guys Pies,4.0,$$,Las Vegas,Nevada
22,12,Griddles & Vittles,Chichen Itza Restaurant,4.5,$$,Los Angeles,California
22,13,Intercontinental Flavorfest,Intermezzo Pizzeria and Cafe,4.0,$$,Charlotte,North Carolina
22,13,Intercontinental Flavorfest,The Little Jewel of New Orleans,4.0,$$,Los Angeles,California
22,13,Intercontinental Flavorfest,Cha Cha Chili,4.0,$,Los Angeles,California
22,Special,Food TruckAPalooza,Tamarindo Truck,4.0,$$,Orange County,California
22,Special,Food TruckAPalooza,Garbo's Grill,4.5,$$,Key West,Florida
22,Special,Food TruckAPalooza,The Grilled Cheeserie,4.0,$$,Nashville,Tennessee
22,Special,Food TruckAPalooza,Fresh Local Wild,,,Vancouver,British Columbia
22,Special,Food TruckAPalooza,Don Chow Tacos,,,Los Angeles,California
22,Special,All Beefed Up,Terry's Turf Club,4.0,$$,Cincinnati,Ohio
22,Special,All Beefed Up,Smokin Guns BBQ & Catering,3.5,$$,Kansas City,Missouri
22,Special,All Beefed Up,Schellville Grill,3.5,$$,Sonoma,California
22,Special,All Beefed Up,Paul's Coffee Shop,3.5,$$,Fountain Valley,California
23,1,A Bowlful of Soul,Mert's Heart & Soul,3.5,$$,Charlotte,North Carolina
23,1,A Bowlful of Soul,Crepe Expectations,4.5,$,Las Vegas,Nevada
23,1,A Bowlful of Soul,Tubs Fine Chili,,,Culver City,California
23,2,Taste of Asia,DAE GEE Korean BBQ,3.5,$$,Denver,Colorado
23,2,Taste of Asia,Fat Choy,4.0,$$,Las Vegas,Nevada
23,2,Taste of Asia,Osaka Japanese Bistro,4.0,$$,Las Vegas,Nevada
23,3,Tri-Continent Cuisine,Cafe Brazil,4.5,$$,Denver,Colorado
23,3,Tri-Continent Cuisine,Biju's Little Curry Shop,4.0,$$,Denver,Colorado
23,3,Tri-Continent Cuisine,Folk Art,,,Atlanta,Georgia
23,4,From Biscuits to Briskets,Fox Bros Bar-B-Q,4.5,$$,Atlanta,Georgia
23,4,From Biscuits to Briskets,Buttermilk Kitchen,4.5,$$,Atlanta,Georgia
23,4,From Biscuits to Briskets,Restaurant 415,4.0,$$,Fort Collins,Colorado
23,5,Homeland Favorites,Joy Cafe,4.0,$$,Atlanta,Georgia
23,5,Homeland Favorites,Axios Estiatorio,,,Denver,Colorado
23,5,Homeland Favorites,Andale Taqueria & Mercado,4.5,$,Richfield,Minnesota
23,6,Name That Kitchen,The Lodge Sasquatch Kitchen,,,Fort Collins,Colorado
23,6,Name That Kitchen,Dana's Kitchen,4.0,$$,Falmouth,Massachusetts
23,6,Name That Kitchen,Pickle Jar Kitchen,4.5,$$,Falmouth,Massachusetts
23,7,East Coast Cruisin,Don Antonio by Starita,,,New York,New York
23,7,East Coast Cruisin,Louis Restaurant,3.5,$,Providence,Rhode Island
23,7,East Coast Cruisin,Crazy Burger Cafe & Juice Bar,4.0,$$,Narragansett,Rhode Island
23,7,East Coast Cruisin,The Dining Car & Market,3.5,$$,Philadelphia,Pennsylvania
23,8,Beef It Up,Driftwood Publick House & Oysteria,,,Plymouth,Massachusetts
23,8,Beef It Up,The General Muir,4.0,$$,Atlanta,Georgia
23,8,Beef It Up,Buster's on 28th,4.0,$$,Minneapolis,Minnesota
23,9,By Hand and By Fork,Parkside Market,,,Falmouth,Massachusetts
23,9,By Hand and By Fork,Maria Empanada,4.5,$,Denver,Colorado
23,9,By Hand and By Fork,Bayport BBQ,4.0,$$,Bayport,Minnesota
23,10,Finger Lickin' Food,Wrecking Bar Brewpub,4.0,$$,Atlanta,Georgia
23,10,Finger Lickin' Food,Shucker's World Famous Raw Bar,,,Woods Hole,Massachusetts
23,10,Finger Lickin' Food,George and the Dragon,4.5,$$,Minneapolis,Minnesota
23,11,Bite of Britain,Grillstock,,,London,UK
23,11,Bite of Britain,Bird of Smithfield,4.0,£££,London,UK
23,11,Bite of Britain,Hook Camden Town,,,Camden,UK
23,12,Piggin' Out,Pig Latin (Food Truck),4.5,$,Colorado Springs,Colorado
23,12,Piggin' Out,North Bound Smokehouse and Brewpub,4.0,$$,Minneapolis,Minnesota
23,12,Piggin' Out,Unideli,3.5,$$,Minneapolis,Minnesota
23,13,Isle-Talian,The Blue-Eyed Crab Caribbean Grill & Rum Bar,3.5,$$,Plymouth,Massachusetts
23,13,Isle-Talian,Parvicini's Italian Bistro,,,Colorado Springs,Colorado
23,13,Isle-Talian,Rasta Pasta,4.0,$$,Colorado Springs,Colorado
23,14,East-West Flavorfest,Mountain Shadows Restaurant,4.5,$,Colorado Springs,Colorado
23,14,East-West Flavorfest,Toki Underground,4.0,$$,Washington,DC
23,14,East-West Flavorfest,Piccini Wood Fired Brick Oven Pizza,3.5,$$,Ocean City,New Jersey
23,Special,Amazing Appetizers,Queen's Comfort,4.0,$$,Astoria,New York
23,Special,Amazing Appetizers,Highland Tavern,4.0,$$,Denver,Colorado
23,Special,Amazing Appetizers,Boulevard Diner,3.5,$$,Dundalk,Colorado
23,Special,Amazing Appetizers,Clanton's Cafe,4.0,$,Vinita,Oklahoma
23,Special,Amazing Appetizers,10th Ave Burrito Co,3.0,$$,Belmar,New Jersey
23,Special,Amazing Appetizers,BBQ Shack,,,Paola,Kansas
23,Special,Amazing Appetizers,The Highlander,3.5,$$,Atlanta,Georgia
23,Special,Amazing Appetizers,Scully's Tavern,4.0,$$,Miami,Florida
23,Special,Ultimate Turkey Fest,Golden Crown Restaurant,4.5,$,Albuquerque,New Mexico
23,Special,Ultimate Turkey Fest,Bocadillas: Slow Roasted Sandwich Shop,,,Albuquerque,New Mexico
23,Special,Ultimate Turkey Fest,Funk N Waffles,3.5,$$,Syracuse,New York
23,Special,Ultimate Turkey Fest,Supino Pizzeria,4.5,$$,Detroit,Michigan
23,Special,Ultimate Turkey Fest,Comet Cafe,4.0,$$,Milwaukee,Wisconsin
23,Special,Ultimate Turkey Fest,Mike's City Diner,4.0,$$,Boston,Massachusetts
23,Special,Ultimate Turkey Fest,Sammy's Food Services & Deli,4.0,$$,New Orleans,Louisiana
23,Special,Ultimate Turkey Fest,Alpine Steakhouse,3.5,$$,Sarasota,Florida
23,Special,Ultimate Turkey Fest,Thee Pitts Again,3.0,$$,Glendale,Arizona
23,Special,Extra Helpings,The Brick House Cafe and Catering,4.0,$$,Cable,Wisconsin
23,Special,Extra Helpings,Cafe Genevieve,4.0,$$,Jackson,Wyoming
23,Special,Extra Helpings,Tavern on 2,,,Long Beach,California
23,Special,Extra Helpings,DJ's Clam Shack,4.5,$$,Key West,Florida
23,Special,Extra Helpings,Café Nooner,4.0,$$,Eureka,California
23,Special,Extra Helpings,Sakaya Kitchen,3.5,$$,Miami,Florida
23,Special,Extra Helpings,Bless My Soul,,,Eureka,California
23,Special,Extra Helpings,Brindle Room,4.0,$$,New York,New York
23,Special,Extra Helpings,Brick & Fire,4.5,$$,Eureka,California
23,Special,Extra Helpings,Black Tree,,,New York,New York
23,Special,Extra Helpings,Paul's Live From New York,3.5,$,Eureka,California
23,Special,Holiday Hoopla,Mas Tacos,4.5,$,Nashville,Tennessee
23,Special,Holiday Hoopla,Center Point Pit Barbecue,3.5,$,Hendersonville,Tennessee
23,Special,Holiday Hoopla,Miller's East Coast Deli,3.5,$$,San Francisco,California
23,Special,Holiday Hoopla,Flakowitz of Boynton,3.0,$$,Boynton Beach,Florida
23,Special,Holiday Hoopla,The Bagel Delicatessen & Restaurant,,,Denver,Colorado
23,Special,Holiday Hoopla,At Last Cafe,,,Long Beach,California
23,Special,Holiday Hoopla,Big Daddy's BBQ & Banquet,,,Fairbanks,Alaska
24,1,All Kinds of Meat,Alewife Baltimore,,,Baltimore,Maryland
24,1,All Kinds of Meat,Carving Room,4.0,$$,Washington,DC
24,1,All Kinds of Meat,Spice Island Grill,4.0,$$,Colorado Springs,Colorado
24,2,"Triple D ""All Stars""",Tacopocalypse,,,Des Moines,Iowa
24,2,"Triple D ""All Stars""",Artiso's,,,Salt Lake City,Utah
24,2,"Triple D ""All Stars""",Sakaya Kitchen,3.5,$$,Miami,Florida
24,2,"Triple D ""All Stars""",Chef Lou's Westside Drive-In,3.5,$,Boise,Idaho
24,2,"Triple D ""All Stars""",Pagoda Restaurant,4.0,$$,North Pole,Alaska
24,3,Family Legacies,Miss Shirley's Cafe,4.0,$$,Baltimore,Maryland
24,3,Family Legacies,Sam's Rialto Bar & Grill,,,Pleasantville,New Jersey
24,3,Family Legacies,Front Range Barbeque,4.0,$$,Colorado Springs,Colorado
24,4,Rockin' New Orleans,The Creole Creamery,4.5,$,New Orleans,Louisiana
24,4,Rockin' New Orleans,The Joint,4.5,$$,New Orleans,Louisiana
24,4,Rockin' New Orleans,Surrey's Cafe,,,New Orleans,Louisiana
24,4,Rockin' New Orleans,Parasol's Restaurant & Bar,4.0,$$,New Orleans,Louisiana
24,4,Rockin' New Orleans,Joey K's Restaurant & Bar,4.0,$$,New Orleans,Louisiana
24,5,Between the Bread,Skirted Heiffer,4.0,$,Colorado Springs,Colorado
24,5,Between the Bread,Bub and Pop's,4.5,$$,Washington,DC
24,5,Between the Bread,Vagabond Kitchen & Tap House,4.0,$$,Atlantic City,New Jersey
24,6,Comfort Food Mash-Up,Trina's Starlite Lounge,4.0,$$,Somerville,Massachusetts
24,6,Comfort Food Mash-Up,The Starling Diner,4.0,$$,Long Beach,California
24,6,Comfort Food Mash-Up,The Alley Restaurant at Aiea Bowl,4.0,$$,Aiea,Hawaii
24,6,Comfort Food Mash-Up,Frank's Noodle House,3.5,$$,Portland,Oregon
24,6,Comfort Food Mash-Up,Gold 'N Silver Inn,3.5,$$,Reno,Nevada
24,6,Comfort Food Mash-Up,Ramona Cafe,3.0,$$,Ramona,California
24,7,Smoke and Seafood,The Fish House,4.0,$$,Key Largo,Florida
24,7,Smoke and Seafood,Islamorada Shrimp Shack,4.0,$$,Islamorada,Florida
24,7,Smoke and Seafood,The Smoking Swine,4.5,$$,Baltimore,Maryland
24,8,International Appeal,Digiorgio's Cafe Largo,4.0,$$,Key Largo,Florida
24,8,International Appeal,El Nuevo Frutilandia,4.0,$$,San Francisco,California
24,8,International Appeal,Green Papaya Food Truck,4.0,$,Stockton,California
24,9,"Tacos, Turtles, and Tri-tip",Green Turtle Inn,4.0,$$,Islamorada,Florida
24,9,"Tacos, Turtles, and Tri-tip",Midtown Creperie,3.5,$$,Stockton,California
24,9,"Tacos, Turtles, and Tri-tip",Cosecha Cafe,4.0,$$,Oakland,California
24,10,Succulent Sandwiches,Clove and Hoof,4.0,$$,Oakland,California
24,10,Succulent Sandwiches,Food Fix Truck,4.5,$$,Modesto,California
24,10,Succulent Sandwiches,Pilot House Marina & Restaurant,3.5,$$,Key Largo,Florida
24,11,Hot Meat and Cool Veg,Souley Vegan,4.0,$$,Oakland,California
24,11,Hot Meat and Cool Veg,Bauer's 66 1/2,4.5,$$,Modesto,California
24,11,Hot Meat and Cool Veg,M.E.A.T. Eatery and Tap Room,4.5,$$,Islamorada,Florida
24,12,South Beach Sizzle,Taquiza,4.0,$$,Miami Beach,Florida
24,12,South Beach Sizzle,Lou's Beer Garden,4.0,$$,Miami Beach,Florida
24,12,South Beach Sizzle,Hofbrau Beer Hall,,,Miami Beach,Florida
24,13,"Smoked, Grilled, and Fried",Commonwealth,4.0,$$,Modesto,California
24,13,"Smoked, Grilled, and Fried",Miami Smokers,,,Miami,Florida
24,13,"Smoked, Grilled, and Fried",Smitty's Wings & Things,4.0,$$,Stockton,California
24,14,Cruisin' in Cuba,El Figaro,,,Havana,Cuba
24,14,Cruisin' in Cuba,Nazdarovie,,,Havana,Cuba
24,14,Cruisin' in Cuba,Restaurante Fonda Paladar la Paila,,,Havana,Cuba
24,15,Havana Hot Spots,Al Carbon,,,Havana,Cuba
24,15,Havana Hot Spots,La Catedral,,,Havana,Cuba
24,15,Havana Hot Spots,Casa Abel,,,Havana,Cuba
24,16,Great Gear,Gian's Deli,4.0,$,Stockton,California
24,16,Great Gear,The Outrigger Pizza Company,4.5,$$,Kihei,Hawaii
24,16,Great Gear,CatHead's BBQ,4.0,$$,San Francisco,California
25,1,Soakin' Up Maui,Da Kitchen,4.0,$$,Kahului,Hawaii
25,1,Soakin' Up Maui,Fat Daddy's Smokehouse,4.0,$$,Kihei,Hawaii
25,1,Soakin' Up Maui,Like Poke,4.5,$$,Kahului,Hawaii
25,2,"Asia, Africa and India",Radio Africa & Kitchen,4.5,$$,San Francisco,California
25,2,"Asia, Africa and India",Belly & Snout,3.5,,Los Angeles,California
25,2,"Asia, Africa and India",Gandhi Mahal Restaurant,,,Minneapolis,Minnesota
25,3,"Creole, Cold Cuts and Crepes",Star Noodle,4.0,$$,Lahaina,Hawaii
25,3,"Creole, Cold Cuts and Crepes",The Herbivorous Butcher,4.5,$$,Minneapolis,Minnesota
25,3,"Creole, Cold Cuts and Crepes",Harold & Belle's,3.5,$$,Los Angeles,California
25,4,Chew and Brew,Surly Brewing Company,4.0,$$,Minneapolis,Minnesota
25,4,Chew and Brew,The Local,,,Coral Gables,Florida
25,4,Chew and Brew,Delancey Pizzeria & Bar,,,Hollywood,California
25,5,Global Greats,The Original Barone's Famous Italian,,,Valley Glen,California
25,5,Global Greats,Miso Phat Sushi,4.5,$$,Kihei,Hawaii
25,5,Global Greats,Holy Land,4.0,$$,Minneapolis,Minnesota
25,6,"Sausage, Seafood and Shawarma",Street Food 360,4.0,,Portsmouth,New Hampshire
25,6,"Sausage, Seafood and Shawarma",Ivan's Cookhouse,3.5,$$,North Miami Beach,Florida
25,6,"Sausage, Seafood and Shawarma",Red Wagon Pizza Company,4.0,$$,Minneapolis,Minnesota
25,7,Cosmopolitan Comfort,Azla Ethiopian Vegan,,,Los Angeles,California
25,7,Cosmopolitan Comfort,Prairie Dogs,,,Minneapolis,Minnesota
25,7,Cosmopolitan Comfort,Moxy,4.0,$$,Portsmouth,New Hampshire
25,8,"Burgers, Buns and Bagels",The Kitchen,,,Portsmouth,New Hampshire
25,8,"Burgers, Buns and Bagels",Bagel Street,4.0,$,Plainsboro Township,New Jersey
25,8,"Burgers, Buns and Bagels",The Bun Shop,4.0,$,Los Angeles,California
25,9,"Big Food, Small Towns",Vincentown Diner,3.5,$$,Vincentown,New Jersey
25,9,"Big Food, Small Towns",Rocky Hill Inn,,,Rocky Hill,New Jersey
25,9,"Big Food, Small Towns",Tuckaway Tavern & Butchery,4.0,$$,Raymond,New Hampshire
25,10,From Port to Port,Vida Cantina,4.0,$$,Portsmouth,New Hampshire
25,10,From Port to Port,Ataula,4.5,$$,Portland,Oregon
25,10,From Port to Port,P's & Q's Market,4.5,$$,Portland,Oregon
25,11,Turkey-giving,45 Market Street Bakery & Cafe,4.5,$$,Somersworth,New Hampshire
25,11,Turkey-giving,The Table Cafe,4.5,$,Louisville,Kentucky
25,11,Turkey-giving,Jammin' Crepes,4.0,$$,Princeton,New Jersey
25,12,"Brunch, Bologna and Burgers",Gralehaus,4.5,$$,Louisville,Kentucky
25,12,"Brunch, Bologna and Burgers",The Original,3.5,$$,Portland,Oregon
25,12,"Brunch, Bologna and Burgers",Grind Burger Kitchen,4.0,$$,Louisville,Kentucky
25,13,Carnivore Creations,"Momma's Mustard, Pickles & BBQ",4.0,$$,Louisville,Kentucky
25,13,Carnivore Creations,Jersey Girl Cafe,4.0,$,Hamilton Township,New Jersey
25,13,Carnivore Creations,Tails & Trotters,4.5,$$,Portland,Oregon
26,1,Belly Up to Barcelona,Cal Boter,4.5,€€,Barcelona,Spain
26,1,Belly Up to Barcelona,Can Conesa,3.0,,Barcelona,Spain
26,1,Belly Up to Barcelona,Pulperia A Gudiña,4.0,€€,Barcelona,Spain
26,2,A Sampling of Spain,Can Vilaro,4.0,,Barcelona,Spain
26,2,A Sampling of Spain,El Pacifico,3.5,€€,Barcelona,Spain
26,2,A Sampling of Spain,Bar Morryssom,4.0,€,Barcelona,Spain
26,3,Mega Mouthfuls,The Seafood Lady,3.5,$$,Louisville,Kentucky
26,3,Mega Mouthfuls,Dolce & Clemente's,4.5,$$,Robbinsville,New Jersey
26,3,Mega Mouthfuls,Matt's BBQ,4.5,$$,Portland,Oregon
26,4,"Swiss, Sandwiches and Sausage",Swiss Hibiscus,5.0,$$,Portland,Oregon
26,4,"Swiss, Sandwiches and Sausage",Papi Queso Food Truck,,,Charlotte,North Carolina
26,4,"Swiss, Sandwiches and Sausage",JJ's Red Hots,4.0,$,Charlotte,North Carolina
26,5,"Beef, Lamb and Pig",Irish Rover,4.0,$$,Louisville,Kentucky
26,5,"Beef, Lamb and Pig",The Improper Pig,4.0,$$,Charlotte,North Carolina
26,5,"Beef, Lamb and Pig",Bang Bang Burgers,4.5,$$,Charlotte,North Carolina
26,6,Kickin' It in Cancun,Guy Fieri's Playa del Carmen Kitchen & Bar,,,Playa del Carmen,Mexico
26,6,Kickin' It in Cancun,Mora Mora,4.5,$$,Cancun,Mexico
26,6,Kickin' It in Cancun,El Rincon de los Antojos,4.0,$,Cancun,Mexico
26,7,Not Your Typical Joints,Q-Shi,,,Spring,Texas
26,7,Not Your Typical Joints,Fud at Salud,,,Charlotte,North Carolina
26,7,Not Your Typical Joints,El Fish Fritanga,4.5,$$,Cancun,Mexico
26,8,From North to South America,Pinchez Tacos,5.0,$,Cancun,Mexico
26,8,From North to South America,Heist Brewery,3.5,$$,Charlotte,North Carolina
26,8,From North to South America,The Original Marini's Empanada House,4.5,$,Houston,Texas
26,9,Goin' International,Cafe Lili,4.0,$$,Houston,Texas
26,9,Goin' International,The Surfin' Burrito,4.0,$$,Cancun,Mexico
26,9,Goin' International,Cool Runnings Jamaican Grill,4.0,$$,Houston,Texas
26,10,Wonder Women,The Meatball Stoppe,4.5,$$,Orlando,Florida
26,10,Wonder Women,Se7en Bites Bakeshop,4.5,$$,Orlando,Florida
26,10,Wonder Women,Irma's Original,3.0,$$,Houston,Texas
26,11,Multicultural Cooking,Willie's Pinchos,4.5,$,Orlando,Florida
26,11,Multicultural Cooking,The Pastrami Project,4.5,$,Orlando,Florida
26,11,Multicultural Cooking,Cuchara Restaurant,,,Houston,Texas
26,12,"Turkey, Taters and Dogs",Mrs. Potato,4.5,$$,Orlando,Florida
26,12,"Turkey, Taters and Dogs",Fat One's Hot Dogs and Italian Ice,3.5,,Orlando,Florida
26,12,"Turkey, Taters and Dogs",Sherman's Deli & Bakery,4.0,$$,Palm Springs,California
26,13,"Burgers, Beef and Barbecue",HoBo's BBQ,4.0,$$,Temecula,California
26,13,"Burgers, Beef and Barbecue",Saigon Noodle and Grill,4.5,$$,Orlando,Florida
26,13,"Burgers, Beef and Barbecue",Grill-a-Burger,4.0,$$,Palm Desert,California
26,14,Chicken Trifecta,Fleetwood's on Front St.,,,Lahaina,Hawaii
26,14,Chicken Trifecta,Thai Mee Up,4.5,$$,Kahului,Hawaii
26,14,Chicken Trifecta,Frankinbun,3.5,$,Palm Springs,California
26,15,From Spicy to Icy,Zobo & Meester's,4.5,$$,Cathedral City,California
26,15,From Spicy to Icy,Down the Hatch Maui,4.5,$$,Lahaina,Hawaii
26,15,From Spicy to Icy,The Dirty Buffalo,4.0,$$,Norfolk,Virginia
26,16,Island and Desert,Wilma & Frieda,4.5,$$,Palm Desert,California
26,16,Island and Desert,Carib Shack,4.5,$,Virginia Beach,Virginia
26,16,Island and Desert,Maui Brick Oven,4.0,$$,Kihei,Hawaii
27,1,"Sandwiches, Spaetzle and Sticky Wings",Alkaline,4.0,$$,Norfolk,Virginia
27,1,"Sandwiches, Spaetzle and Sticky Wings",Pendulum Fine Meats,5.0,$$,Norfolk,Virginia
27,1,"Sandwiches, Spaetzle and Sticky Wings",Brigit & Bernard's Garden Cafe,4.0,$$,Kahului,Hawaii
27,2,Flavor Adventure,Maui Fresh Streatery,4.5,$$,Kahului,Hawaii
27,2,Flavor Adventure,ediBOL,4.5,$$,Los Angeles,California
27,2,Flavor Adventure,Jessy's Tienda y Taqueria,4.0,$$,Norfolk,Virginia
27,3,"Barbecue, Batter and Beer Can Chicken",Three's Bar and Grill,4.0,$$,Kihei,Hawaii
27,3,"Barbecue, Batter and Beer Can Chicken",BatterFish,,,Santa Monica,California
27,3,"Barbecue, Batter and Beer Can Chicken",Horse Thief BBQ,3.5,$$,Los Angeles,California
27,4,Ocean Coasts and Great Lakes,La Tostaderia,4.0,$$,Los Angeles,California
27,4,Ocean Coasts and Great Lakes,The Grilled Cheese Bistro,4.5,$$,Norfolk,Virginia
27,4,Ocean Coasts and Great Lakes,Meat Southern BBQ & Carnivore Cuisine,,,Lansing,Michigan
